series_id,provider,model,model_version,archetype,prompt_language,setting,temperature,top_p,top_k,seed,reasoning,n_requested,n_success,n_failed,semantic_valid_rate,semantic_outlier_rate,literal_unique_count,literal_top1_share,largest_cluster_share,median_rouge_distance,p90_rouge_distance,median_bleu_distance,p90_bleu_distance,input_tokens_total,input_tokens_p10,input_tokens_median,input_tokens_p90,output_tokens_total,output_tokens_p10,output_tokens_median,output_tokens_p90,reasoning_tokens_total,reasoning_tokens_p10,reasoning_tokens_median,reasoning_tokens_p90,duration_seconds_total,duration_seconds_p10,duration_seconds_median,duration_seconds_p90
0408-lmstudio-qwen35-9b-creative-baseline,LMSTUDIO,qwen/qwen3.5-9b,,CREATIVE_GENERATIVE_LUCERNE_MARKETING,DE,baseline,0.0,1.0,1,,off,100,100,0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,4000,40.0,40.0,40.0,11600,116.0,116.0,116.0,0,0.0,0.0,0.0,116.454,1.155,1.1644999999999999,1.173
0300-lmstudio-apertus-roundtrip-de-baseline,LMSTUDIO,swiss-ai_apertus-8b-instruct-2509,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,baseline,0.0,1.0,1,,,100,100,0,1.0,0.0,2,0.99,0.99,0.0,0.0,0.0,0.0,12300,123.0,123.0,123.0,28210,282.0,282.0,282.0,0,0.0,0.0,0.0,218.56,2.168,2.1845,2.197
0301-lmstudio-apertus-roundtrip-de-mittel,LMSTUDIO,swiss-ai_apertus-8b-instruct-2509,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,DE,mittel,0.7,0.4,20,,,100,100,0,0.97,0.03,99,0.02,0.26804123711340205,0.6698113207547169,0.748792270531401,0.8685901570546843,0.9850762243712009,12300,123.0,123.0,123.0,19967,95.0,222.0,290.0,0,0.0,0.0,0.0,155.573,0.742,1.7315,2.26
0302-lmstudio-apertus-roundtrip-it-baseline,LMSTUDIO,swiss-ai_apertus-8b-instruct-2509,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,IT,baseline,0.0,1.0,1,,,100,100,0,1.0,0.0,2,0.99,1.0,0.0,0.0,0.0,0.0,14200,142.0,142.0,142.0,19283,193.0,193.0,193.0,0,0.0,0.0,0.0,149.776,1.488,1.499,1.503
0303-lmstudio-apertus-roundtrip-fr-baseline,LMSTUDIO,swiss-ai_apertus-8b-instruct-2509,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,FR,baseline,0.0,1.0,1,,,100,100,0,1.0,0.0,2,0.99,1.0,0.0,0.0,0.0,0.0,13400,134.0,134.0,134.0,20451,204.0,204.0,204.0,0,0.0,0.0,0.0,158.474,1.574,1.5785,1.588
0304-lmstudio-apertus-roundtrip-en-baseline,LMSTUDIO,swiss-ai_apertus-8b-instruct-2509,,ADVISORY_RECOMMENDATION_SWISS_ROUND_TRIP,EN,baseline,0.0,1.0,1,,,100,100,0,0.0,1.0,2,0.99,,,,,,11700,117.0,117.0,117.0,18589,186.0,186.0,186.0,0,0.0,0.0,0.0,144.685,1.435,1.441,1.452
0305-lmstudio-apertus-factual-baseline,LMSTUDIO,swiss-ai_apertus-8b-instruct-2509,,FACTUAL_CRITICAL_BERN_ZURICH_CONNECTION,DE,baseline,0.0,1.0,1,,,100,100,0,0.0,1.0,1,1.0,1.0,,,,,17300,173.0,173.0,173.0,1600,16.0,16.0,16.0,0,0.0,0.0,0.0,14.202,0.136,0.141,0.143
0306-lmstudio-apertus-literal-baseline,LMSTUDIO,swiss-ai_apertus-8b-instruct-2509,,LITERAL_FORMAT_CRITICAL_TRAVELER_GUIDANCE,DE,baseline,0.0,1.0,1,,,100,100,0,0.0,1.0,1,1.0,1.0,,,,,26800,268.0,268.0,268.0,1800,18.0,18.0,18.0,0,0.0,0.0,0.0,15.887,0.154,0.157,0.164
0307-lmstudio-apertus-creative-baseline,LMSTUDIO,swiss-ai_apertus-8b-instruct-2509,,CREATIVE_GENERATIVE_LUCERNE_MARKETING,DE,baseline,0.0,1.0,1,,,100,100,0,1.0,0.0,2,0.99,1.0,0.0,0.0,0.0,0.0,8900,89.0,89.0,89.0,7996,80.0,80.0,80.0,0,0.0,0.0,0.0,62.883,0.621,0.627,0.639
0308-lmstudio-apertus-factual-mittel,LMSTUDIO,swiss-ai_apertus-8b-instruct-2509,,FACTUAL_CRITICAL_BERN_ZURICH_CONNECTION,DE,mittel,0.7,0.4,20,,,100,100,0,0.0,1.0,1,1.0,1.0,,,,,17300,173.0,173.0,173.0,1600,16.0,16.0,16.0,0,0.0,0.0,0.0,14.339,0.14,0.142,0.146
0309-lmstudio-apertus-literal-mittel,LMSTUDIO,swiss-ai_apertus-8b-instruct-2509,,LITERAL_FORMAT_CRITICAL_TRAVELER_GUIDANCE,DE,mittel,0.7,0.4,20,,,100,100,0,0.0,1.0,1,1.0,1.0,,,,,26800,268.0,268.0,268.0,1800,18.0,18.0,18.0,0,0.0,0.0,0.0,15.913,0.156,0.157,0.162
0310-lmstudio-apertus-creative-mittel,LMSTUDIO,swiss-ai_apertus-8b-instruct-2509,,CREATIVE_GENERATIVE_LUCERNE_MARKETING,DE,mittel,0.7,0.4,20,,,100,100,0,1.0,0.0,98,0.02,1.0,0.6791288143489401,0.7931034482758621,0.8504741295541833,0.9801155790161964,8900,89.0,89.0,89.0,7605,65.0,76.0,87.0,0,0.0,0.0,0.0,59.932,0.517,0.597,0.686
0311-lmstudio-apertus-creative-hoch,LMSTUDIO,swiss-ai_apertus-8b-instruct-2509,,CREATIVE_GENERATIVE_LUCERNE_MARKETING,DE,hoch,1.0,0.95,40,,,100,100,0,0.73,0.27,100,0.01,0.73,0.8043478260869565,0.86,0.9793089350489719,0.9889026924586953,8900,89.0,89.0,89.0,8708,66.0,84.0,104.0,0,0.0,0.0,0.0,68.712,0.529,0.6685000000000001,0.821
